OID_,ECOLSYS_LU,VALUE_1,VALUE_2,VALUE_3,VALUE_4,L3eco,NoThreat,LowThreat,MedThreat,HighThreat,AllThreat,Total,Percent
,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,17389800.000000000000000,10800.000000000000000,27000.000000000000000,116100.000000000000000,04,1738.9799805,1.0800000,2.7000000,11.6099997,15.3900003,1754.3699951,0.8772380
,Columbia Basin Foothill Riparian Woodland and Shrubland,4340700.000000000000000,2700.000000000000000,9000.000000000000000,20700.000000000000000,04,434.0700073,0.2700000,0.9000000,2.0699999,3.2400000,437.3099976,0.7408930
,Great Basin Foothill and Lower Montane Riparian Woodland and Shrubland,8122500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,812.2500000,0.0000000,0.0000000,0.0000000,0.0000000,812.2500000,0.0000000
,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,11505600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,1150.5600586,0.0000000,0.0000000,0.0000000,0.0000000,1150.5600586,0.0000000
,Rocky Mountain Subalpine-Montane Riparian Woodland,7358400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,735.8400269,0.0000000,0.0000000,0.0000000,0.0000000,735.8400269,0.0000000
,North Pacific Hardwood-Conifer Swamp,18204300.000000000000000,72000.000000000000000,54900.000000000000000,117000.000000000000000,04,1820.4300537,7.1999998,5.4899998,11.6999998,24.3899994,1844.8199463,1.3220800
,North Pacific Lowland Riparian Forest and Shrubland,707138100.000000000000000,2563200.000000000000000,1213200.000000000000000,2538000.000000000000000,04,70713.7968750,256.3200073,121.3199997,253.8000031,631.4400024,71345.2031250,0.8850490
,North Pacific Montane Riparian Woodland and Shrubland,285103800.000000000000000,77400.000000000000000,32400.000000000000000,58500.000000000000000,04,28510.4003906,7.7399998,3.2400000,5.8499999,16.8299999,28527.1992188,0.0589963
,North Pacific Shrub Swamp,37001700.000000000000000,222300.000000000000000,78300.000000000000000,205200.000000000000000,04,3700.1699219,22.2299995,7.8299999,20.5200005,50.5800018,3750.7500000,1.3485301
,California Central Valley Riparian Woodland and Shrubland,5323500.000000000000000,72000.000000000000000,72000.000000000000000,476100.000000000000000,04,532.3499756,7.1999998,7.1999998,47.6100006,62.0099983,594.3599854,10.4330997
,Mediterranean California Foothill and Lower Montane Riparian Woodland,678438900.000000000000000,1059300.000000000000000,388800.000000000000000,1746000.000000000000000,04,67843.8984375,105.9300003,38.8800011,174.6000061,319.4100037,68163.2968750,0.4685950
,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,169200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,16.9200001,0.0000000,0.0000000,0.0000000,0.0000000,16.9200001,0.0000000
,California Mesic Chaparral,881100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,88.1100006,0.0000000,0.0000000,0.0000000,0.0000000,88.1100006,0.0000000
,California Xeric Serpentine Chaparral,744300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,74.4300003,0.0000000,0.0000000,0.0000000,0.0000000,74.4300003,0.0000000
,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,2447100.000000000000000,9900.000000000000000,1800.000000000000000,26100.000000000000000,04,244.7100067,0.9900000,0.1800000,2.6099999,3.7800000,248.4900055,1.5211900
,Northern and Central California Dry-Mesic Chaparral,200056500.000000000000000,191700.000000000000000,145800.000000000000000,92700.000000000000000,04,20005.6992188,19.1700001,14.5799999,9.2700005,43.0200005,20048.6992188,0.2145780
,California Central Valley and Southern Coastal Grassland,76500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,7.6500001,0.0000000,0.0000000,0.0000000,0.0000000,7.6500001,0.0000000
,California Mesic Serpentine Grassland,90900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,9.0900002,0.0000000,0.0000000,0.0000000,0.0000000,9.0900002,0.0000000
,Columbia Basin Foothill and Canyon Dry Grassland,188100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,18.8099995,0.0000000,0.0000000,0.0000000,0.0000000,18.8099995,0.0000000
,North Pacific Alpine and Subalpine Dry Grassland,125128800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,12512.9003906,0.0000000,0.0000000,0.0000000,0.0000000,12512.9003906,0.0000000
,North Pacific Montane Grassland,115668000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,11566.7998047,0.0000000,0.0000000,0.0000000,0.0000000,11566.7998047,0.0000000
,North Pacific Montane Shrubland,142836300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,14283.5996094,0.0000000,0.0000000,0.0000000,0.0000000,14283.5996094,0.0000000
,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland",1379700.000000000000000,4500.000000000000000,22500.000000000000000,52200.000000000000000,04,137.9700012,0.4500000,2.2500000,5.2199998,7.9200001,145.8899994,5.4287500
,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,1337400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,133.7400055,0.0000000,0.0000000,0.0000000,0.0000000,133.7400055,0.0000000
,North Pacific Herbaceous Bald and Bluff,44956800.000000000000000,98100.000000000000000,32400.000000000000000,186300.000000000000000,04,4495.6801758,9.8100004,3.2400000,18.6299992,31.6800003,4527.3598633,0.6997460
,Willamette Valley Upland Prairie and Savanna,83286000.000000000000000,90000.000000000000000,81000.000000000000000,158400.000000000000000,04,8328.5996094,9.0000000,8.1000004,15.8400002,32.9399986,8361.5400391,0.3939470
,Mediterranean California Subalpine Meadow,21425400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,2142.5400391,0.0000000,0.0000000,0.0000000,0.0000000,2142.5400391,0.0000000
,California Montane Woodland and Chaparral,101227500.000000000000000,93600.000000000000000,29700.000000000000000,9900.000000000000000,04,10122.7998047,9.3599997,2.9700000,0.9900000,13.3199997,10136.0996094,0.1314110
,North Pacific Maritime Coastal Sand Dune and Strand,464400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,46.4399986,0.0000000,0.0000000,0.0000000,0.0000000,46.4399986,0.0000000
,Mediterranean California Subalpine-Montane Fen,396000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,39.5999985,0.0000000,0.0000000,0.0000000,0.0000000,39.5999985,0.0000000
,North Pacific Bog and Fen,1392300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,139.2299957,0.0000000,0.0000000,0.0000000,0.0000000,139.2299957,0.0000000
,North Pacific Avalanche Chute Shrubland,32517000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,3251.6999512,0.0000000,0.0000000,0.0000000,0.0000000,3251.6999512,0.0000000
,North Pacific Intertidal Freshwater Wetland,531000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,53.0999985,0.0000000,0.0000000,0.0000000,0.0000000,53.0999985,0.0000000
,Temperate Pacific Freshwater Emergent Marsh,22822200.000000000000000,136800.000000000000000,68400.000000000000000,223200.000000000000000,04,2282.2199707,13.6800003,6.8400002,22.3199997,42.8400002,2325.0600586,1.8425300
,Temperate Pacific Freshwater Mudflat,454500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,45.4500008,0.0000000,0.0000000,0.0000000,0.0000000,45.4500008,0.0000000
,Temperate Pacific Montane Wet Meadow,60490800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,6049.0800781,0.0000000,0.0000000,0.0000000,0.0000000,6049.0800781,0.0000000
,Willamette Valley Wet Prairie,13740300.000000000000000,0.000000000000000,30600.000000000000000,7200.000000000000000,04,1374.0300293,0.0000000,3.0599999,0.7200000,3.7800000,1377.8100586,0.2743480
,North American Arid West Emergent Marsh,103500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,10.3500004,0.0000000,0.0000000,0.0000000,0.0000000,10.3500004,0.0000000
,Inter-Mountain Basins Greasewood Flat,3600.000000000000000,0.000000000000000,0.000000000000000,1800.000000000000000,04,0.3600000,0.0000000,0.0000000,0.1800000,0.1800000,0.5400000,33.3333015
,Inter-Mountain Basins Playa,528300.000000000000000,26100.000000000000000,11700.000000000000000,100800.000000000000000,04,52.8300018,2.6099999,1.1700000,10.0799999,13.8599997,66.6900024,20.7826996
,Mojave Mid-Elevation Mixed Desert Scrub,665100.000000000000000,2700.000000000000000,10800.000000000000000,8100.000000000000000,04,66.5100021,0.2700000,1.0800000,0.8100000,2.1600001,68.6699982,3.1454799
,Inter-Mountain Basins Mixed Salt Desert Scrub,108900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,10.8900003,0.0000000,0.0000000,0.0000000,0.0000000,10.8900003,0.0000000
,Columbia Plateau Steppe and Grassland,105773400.000000000000000,267300.000000000000000,157500.000000000000000,1008000.000000000000000,04,10577.2998047,26.7299995,15.7500000,100.8000031,143.2799988,10720.5996094,1.3364900
,Great Basin Xeric Mixed Sagebrush Shrubland,2285100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,228.5099945,0.0000000,0.0000000,0.0000000,0.0000000,228.5099945,0.0000000
,Inter-Mountain Basins Big Sagebrush Shrubland,36502200.000000000000000,28800.000000000000000,11700.000000000000000,10800.000000000000000,04,3650.2199707,2.8800001,1.1700000,1.0800000,5.1300001,3655.3500977,0.1403420
,Inter-Mountain Basins Big Sagebrush Steppe,71001000.000000000000000,359100.000000000000000,234000.000000000000000,286200.000000000000000,04,7100.1000977,35.9099998,23.3999996,28.6200008,87.9300003,7188.0297852,1.2232800
,Inter-Mountain Basins Montane Sagebrush Steppe,17218800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,1721.8800049,0.0000000,0.0000000,0.0000000,0.0000000,1721.8800049,0.0000000
,Columbia Plateau Low Sagebrush Steppe,79502400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,7950.2402344,0.0000000,0.0000000,0.0000000,0.0000000,7950.2402344,0.0000000
,Columbia Plateau Scabland Shrubland,185400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,18.5400009,0.0000000,0.0000000,0.0000000,0.0000000,18.5400009,0.0000000
,Inter-Mountain Basins Semi-Desert Grassland,20700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,2.0699999,0.0000000,0.0000000,0.0000000,0.0000000,2.0699999,0.0000000
,Inter-Mountain Basins Semi-Desert Shrub Steppe,855900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,85.5899963,0.0000000,0.0000000,0.0000000,0.0000000,85.5899963,0.0000000
,Mediterranean California Alpine Dry Tundra,382500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,38.2500000,0.0000000,0.0000000,0.0000000,0.0000000,38.2500000,0.0000000
,Mediterranean California Alpine Fell-Field,6787800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,678.7800293,0.0000000,0.0000000,0.0000000,0.0000000,678.7800293,0.0000000
,"North Pacific Dry and Mesic Alpine Dwarf-Shrubland, Fell-field and Meadow",90234000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,9023.4003906,0.0000000,0.0000000,0.0000000,0.0000000,9023.4003906,0.0000000
,Rocky Mountain Alpine Tundra/Fell-field/Dwarf-shrub Map Unit,1436400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,143.6399994,0.0000000,0.0000000,0.0000000,0.0000000,143.6399994,0.0000000
,Temperate Pacific Intertidal Mudflat,45000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,4.5000000,0.0000000,0.0000000,0.0000000,0.0000000,4.5000000,0.0000000
,Temperate Pacific Freshwater Aquatic Bed,4500.000000000000000,4500.000000000000000,0.000000000000000,0.000000000000000,04,0.4500000,0.4500000,0.0000000,0.0000000,0.4500000,0.9000000,50.0000000
,"Rocky Mountain Cliff, Canyon and Massive Bedrock",13716000.000000000000000,27900.000000000000000,0.000000000000000,74700.000000000000000,04,1371.5999756,2.7900000,0.0000000,7.4699998,10.2600002,1381.8599854,0.7424780
,Klamath-Siskiyou Cliff and Outcrop,2047500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,204.7500000,0.0000000,0.0000000,0.0000000,0.0000000,204.7500000,0.0000000
,"North Pacific Montane Massive Bedrock, Cliff and Talus",81369000.000000000000000,17100.000000000000000,1800.000000000000000,4500.000000000000000,04,8136.8999023,1.7100000,0.1800000,0.4500000,2.3399999,8139.2402344,0.0287496
,North Pacific Active Volcanic Rock and Cinder Land,283690800.000000000000000,13500.000000000000000,11700.000000000000000,25200.000000000000000,04,28369.0996094,1.3500000,1.1700000,2.5200000,5.0400000,28374.0996094,0.0177627
,Sierra Nevada Cliff and Canyon,10800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,1.0800000,0.0000000,0.0000000,0.0000000,0.0000000,1.0800000,0.0000000
,Columbia Plateau Ash and Tuff Badland,244800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,24.4799995,0.0000000,0.0000000,0.0000000,0.0000000,24.4799995,0.0000000
,Inter-Mountain Basins Volcanic Rock and Cinder Land,152270100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,15227.0000000,0.0000000,0.0000000,0.0000000,0.0000000,15227.0000000,0.0000000
,Rocky Mountain Alpine Bedrock and Scree,187200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,18.7199993,0.0000000,0.0000000,0.0000000,0.0000000,18.7199993,0.0000000
,Mediterranean California Alpine Bedrock and Scree,70442100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,7044.2099609,0.0000000,0.0000000,0.0000000,0.0000000,7044.2099609,0.0000000
,North Pacific Alpine and Subalpine Bedrock and Scree,187404300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,18740.4003906,0.0000000,0.0000000,0.0000000,0.0000000,18740.4003906,0.0000000
,Unconsolidated Shore,20333700.000000000000000,61200.000000000000000,25200.000000000000000,90000.000000000000000,04,2033.3699951,6.1199999,2.5200000,9.0000000,17.6399994,2051.0100098,0.8600640
,North American Alpine Ice Field,142007400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,14200.7001953,0.0000000,0.0000000,0.0000000,0.0000000,14200.7001953,0.0000000
,Orchards Vineyards and Other High Structure Agriculture,12600.000000000000000,0.000000000000000,900.000000000000000,1800.000000000000000,04,1.2600000,0.0000000,0.0900000,0.1800000,0.2700000,1.5300000,17.6471004
,Cultivated Cropland,106482600.000000000000000,1000800.000000000000000,511200.000000000000000,903600.000000000000000,04,10648.2998047,100.0800018,51.1199989,90.3600006,241.5599976,10889.9003906,2.2182000
,Pasture/Hay,187059600.000000000000000,3129300.000000000000000,1298700.000000000000000,3270600.000000000000000,04,18706.0000000,312.9299927,129.8699951,327.0599976,769.8599854,19475.9003906,3.9528899
,Introduced Upland Vegetation - Annual Grassland,279900.000000000000000,3600.000000000000000,3600.000000000000000,25200.000000000000000,04,27.9899998,0.3600000,0.3600000,2.5200000,3.2400000,31.2299995,10.3746004
,"Disturbed, Non-specific",46681200.000000000000000,254700.000000000000000,115200.000000000000000,1054800.000000000000000,04,4668.1201172,25.4699993,11.5200005,105.4800034,142.4700012,4810.5898438,2.9615901
,Harvested Forest - Grass/Forb Regeneration,123614100.000000000000000,1541700.000000000000000,699300.000000000000000,2057400.000000000000000,04,12361.4003906,154.1699982,69.9300003,205.7400055,429.8399963,12791.2001953,3.3604400
,Harvested Forest-Shrub Regeneration,2112614100.000000000000000,4796100.000000000000000,1428300.000000000000000,3150900.000000000000000,04,211261.0000000,479.6099854,142.8300018,315.0899963,937.5300293,212199.0000000,0.4418160
,Harvested Forest - Northwestern Conifer Regeneration,5586248700.000000000000000,3377700.000000000000000,802800.000000000000000,1450800.000000000000000,04,558625.0000000,337.7699890,80.2799988,145.0800018,563.1300049,559188.0000000,0.1007050
